0.0000000000 	 0.0000123550 	   0.000000 	 0.0000001826 
0.5000000000 	 0.0000121668 	   0.000000 	 0.0000000002 
1.0000000000 	 0.0000121215 	   0.000000 	 0.0000000002 
1.5000000000 	 0.0000120462 	   0.000000 	 0.0000000002 
2.0000000000 	 0.0000119413 	  -0.000000 	 0.0000000002 
2.5000000000 	 0.0000118068 	   0.000000 	 0.0000000002 
3.0000000000 	 0.0000116432 	   0.000000 	 0.0000000002 
3.5000000000 	 0.0000114508 	   0.000000 	 0.0000000002 
4.0000000000 	 0.0000112302 	   0.000000 	 0.0000000002 
4.5000000000 	 0.0000109818 	   0.000000 	 0.0000000002 
5.0000000000 	 0.0000107063 	   0.000000 	 0.0000000002 
5.5000000000 	 0.0000104044 	   0.000000 	 0.0000000002 
6.0000000000 	 0.0000100768 	   0.000000 	 0.0000000002 
6.5000000000 	 0.0000097243 	   0.000000 	 0.0000000002 
7.0000000000 	 0.0000093478 	   0.000000 	 0.0000000002 
7.5000000000 	 0.0000089483 	   0.000000 	 0.0000000002 
8.0000000000 	 0.0000085266 	   0.000000 	 0.0000000002 
8.5000000000 	 0.0000080840 	   0.000000 	 0.0000000002 
9.0000000000 	 0.0000076214 	   0.000000 	 0.0000000002 
9.5000000000 	 0.0000071401 	   0.000000 	 0.0000000002 
10.0000000000 	 0.0000066411 	   0.000000 	 0.0000000002 
10.5000000000 	 0.0000061258 	   0.000000 	 0.0000000002 
11.0000000000 	 0.0000055954 	   0.000000 	 0.0000000002 
11.5000000000 	 0.0000050512 	   0.000000 	 0.0000000002 
12.0000000000 	 0.0000044946 	   0.000000 	 0.0000000002 
12.5000000000 	 0.0000039270 	   0.000000 	 0.0000000002 
13.0000000000 	 0.0000033497 	   0.000000 	 0.0000000002 
13.5000000000 	 0.0000027642 	   0.000000 	 0.0000000002 
14.0000000000 	 0.0000021720 	   0.000000 	 0.0000000002 
14.5000000000 	 0.0000015744 	   0.000000 	 0.0000000002 
15.0000000000 	 0.0000009730 	   0.000000 	 0.0000000002 
15.5000000000 	 0.0000003693 	  -0.000000 	 0.0000000002 
16.0000000000 	 -0.0000002353 	   0.000000 	 0.0000000002 
16.5000000000 	 -0.0000008393 	  -0.000000 	 0.0000000002 
17.0000000000 	 -0.0000014411 	  -0.000000 	 0.0000000002 
17.5000000000 	 -0.0000020393 	  -0.000000 	 0.0000000002 
18.0000000000 	 -0.0000026325 	  -0.000000 	 0.0000000002 
18.5000000000 	 -0.0000032190 	  -0.000000 	 0.0000000002 
19.0000000000 	 -0.0000037976 	  -0.000000 	 0.0000000002 
19.5000000000 	 -0.0000043668 	  -0.000000 	 0.0000000002 
20.0000000000 	 -0.0000049251 	  -0.000000 	 0.0000000002 
20.5000000000 	 -0.0000054713 	  -0.000000 	 0.0000000002 
21.0000000000 	 -0.0000060039 	  -0.000000 	 0.0000000002 
21.5000000000 	 -0.0000065216 	  -0.000000 	 0.0000000002 
22.0000000000 	 -0.0000070233 	  -0.000000 	 0.0000000002 
22.5000000000 	 -0.0000075076 	  -0.000000 	 0.0000000002 
23.0000000000 	 -0.0000079733 	   0.000000 	 0.0000000002 
23.5000000000 	 -0.0000084193 	  -0.000000 	 0.0000000002 
24.0000000000 	 -0.0000088446 	  -0.000000 	 0.0000000002 
24.5000000000 	 -0.0000092480 	  -0.000000 	 0.0000000002 
25.0000000000 	 -0.0000096286 	   0.000000 	 0.0000000002 
25.5000000000 	 -0.0000099854 	  -0.000000 	 0.0000000002 
26.0000000000 	 -0.0000103176 	   0.000000 	 0.0000000002 
26.5000000000 	 -0.0000106243 	   0.000000 	 0.0000000002 
27.0000000000 	 -0.0000109048 	   0.000000 	 0.0000000002 
27.5000000000 	 -0.0000111585 	   0.000000 	 0.0000000002 
28.0000000000 	 -0.0000113846 	   0.000000 	 0.0000000002 
28.5000000000 	 -0.0000115826 	   0.000000 	 0.0000000002 
29.0000000000 	 -0.0000117521 	   0.000000 	 0.0000000002 
29.5000000000 	 -0.0000118926 	   0.000000 	 0.0000000002 
30.0000000000 	 -0.0000120038 	   0.000000 	 0.0000000002 
30.5000000000 	 -0.0000120854 	   0.000000 	 0.0000000002 
31.0000000000 	 -0.0000121372 	   0.000000 	 0.0000000002 
31.5000000000 	 -0.0000121592 	   0.000000 	 0.0000000002 
32.0000000000 	 -0.0000121511 	   0.000000 	 0.0000000002 
32.5000000000 	 -0.0000121131 	   0.000000 	 0.0000000002 
33.0000000000 	 -0.0000120452 	   0.000000 	 0.0000000002 
33.5000000000 	 -0.0000119477 	   0.000000 	 0.0000000002 
34.0000000000 	 -0.0000118207 	   0.000000 	 0.0000000002 
34.5000000000 	 -0.0000116646 	   0.000000 	 0.0000000002 
35.0000000000 	 -0
