0.0000000000 	 0.0487812500 	 0.9512187500 
0.1000000000 	 0.0951727334 	 0.9048272666 
0.2000000000 	 0.1393016776 	 0.8606983224 
0.3000000000 	 0.1812784279 	 0.8187215721 
0.4000000000 	 0.2212079480 	 0.7787920520 
0.5000000000 	 0.2591900826 	 0.7408099174 
0.6000000000 	 0.2953198067 	 0.7046801933 
0.7000000000 	 0.3296874634 	 0.6703125366 
0.8000000000 	 0.3623789899 	 0.6376210101 
0.9000000000 	 0.3934761318 	 0.6065238682 
1.0000000000 	 0.4230566484 	 0.5769433516 
1.1000000000 	 0.4511945062 	 0.5488054938 
1.2000000000 	 0.4779600645 	 0.5220399355 
1.3000000000 	 0.5034202513 	 0.4965797487 
1.4000000000 	 0.5276387301 	 0.4723612699 
1.5000000000 	 0.5506760599 	 0.4493239401 
1.6000000000 	 0.5725898458 	 0.4274101542 
1.7000000000 	 0.5934348839 	 0.4065651161 
1.8000000000 	 0.6132632976 	 0.3867367024 
1.9000000000 	 0.6321246681 	 0.3678753319 
2.0000000000 	 0.6500661588 	 0.3499338412 
2.1000000000 	 0.6671326327 	 0.3328673673 
2.2000000000 	 0.6833667649 	 0.3166332351 
2.3000000000 	 0.6988091492 	 0.3011908508 
2.4000000000 	 0.7134983996 	 0.2865016004 
2.5000000000 	 0.7274712468 	 0.2725287532 
2.6000000000 	 0.7407626302 	 0.2592373698 
2.7000000000 	 0.7534057852 	 0.2465942148 
2.8000000000 	 0.7654323264 	 0.2345676736 
2.9000000000 	 0.7768723262 	 0.2231276738 
3.0000000000 	 0.7877543907 	 0.2122456093 
3.1000000000 	 0.7981057307 	 0.2018942693 
3.2000000000 	 0.8079522298 	 0.1920477702 
3.3000000000 	 0.8173185096 	 0.1826814904 
3.4000000000 	 0.8262279906 	 0.1737720094 
3.5000000000 	 0.8347029510 	 0.1652970490 
3.6000000000 	 0.8427645828 	 0.1572354172 
3.7000000000 	 0.8504330442 	 0.1495669558 
3.8000000000 	 0.8577275103 	 0.1422724897 
3.9000000000 	 0.8646662211 	 0.1353337789 
4.0000000000 	 0.8712665271 	 0.1287334729 
4.1000000000 	 0.8775449323 	 0.1224550677 
4.2000000000 	 0.8835171361 	 0.1164828639 
4.3000000000 	 0.8891980721 	 0.1108019279 
4.4000000000 	 0.8946019456 	 0.1053980544 
4.5000000000 	 0.8997422691 	 0.1002577309 
4.6000000000 	 0.9046318961 	 0.0953681039 
4.7000000000 	 0.9092830532 	 0.0907169468 
4.8000000000 	 0.9137073706 	 0.0862926294 
4.9000000000 	 0.9179159116 	 0.0820840884 
5.0000000000 	 0.9219191996 	 0.0780808004 
5.1000000000 	 0.9257272450 	 0.0742727550 
5.2000000000 	 0.9293495698 	 0.0706504302 
5.3000000000 	 0.9327952318 	 0.0672047682 
5.4000000000 	 0.9360728468 	 0.0639271532 
5.5000000000 	 0.9391906107 	 0.0608093893 
5.6000000000 	 0.9421563194 	 0.0578436806 
5.7000000000 	 0.9449773889 	 0.0550226111 
5.8000000000 	 0.9476608732 	 0.0523391268 
5.9000000000 	 0.9502134824 	 0.0497865176 
6.0000000000 	 0.9526415993 	 0.0473584007 
6.1000000000 	 0.9549512957 	 0.0450487043 
6.2000000000 	 0.9571483468 	 0.0428516532 
6.3000000000 	 0.9592382465 	 0.0407617535 
6.4000000000 	 0.9612262205 	 0.0387737795 
6.5000000000 	 0.9631172400 	 0.0368827600 
6.6000000000 	 0.9649160333 	 0.0350839667 
6.7000000000 	 0.9666270985 	 0.0333729015 
6.8000000000 	 0.9682547140 	 0.0317452860 
6.9000000000 	 0.9698029498 	 0.0301970502 
7.0000000000 	 0.9712756772 	 0.0287243228 
7.1000000000 	 0.9726765789 	 0.0273234211 
7.2000000000 	 0.9740091578 	 0.0259908422 
7.3000000000 	 0.9752767461 	 0.0247232539 
7.4000000000 	 0.9764825133 	 0.0235174867 
7.5000000000 	 0.9776294746 	 0.0223705254 
